stop_name,stop_lat,stop_lon,icon
D'Iberville / Beaubien,45.548952,-73.591382,circle
Beaubien / D'Iberville,45.549103,-73.591548,circle
D'Iberville / Beaubien,45.549003000000006,-73.591776,circle
Beaubien / D'Iberville,45.548834,-73.59157900000001,circle
Perras / Alfred-Nobel,45.64262,-73.589189,circle
Perras / Alfred-Nobel,45.642284000000004,-73.589297,circle
Maurice-Duplessis / Armand-Bombardier,45.631699,-73.589396,circle
Armand-Bombardier / Maurice-Duplessis,45.631509,-73.589748,circle
Maurice-Duplessis / Armand-Bombardier,45.631239,-73.589598,circle
Bélanger / 16e Avenue,45.56086,-73.591002,circle
Notre-Dame / de la Côte-Saint-Paul,45.46945,-73.593144,circle
Papineau / Rosemont,45.540651000000004,-73.591084,circle
Rosemont / Papineau,45.540824,-73.591303,circle
Papineau / Rosemont,45.540708,-73.591528,circle
Rosemont / Papineau,45.540546,-73.591313,circle
de la Côte-Saint-Paul / Sainte-Clotilde,45.470181,-73.593162,circle
De Lorimier / de Bellechasse,45.54394,-73.59101,circle
De Lorimier / de Bellechasse,45.543966,-73.591391,circle
Saint-Jacques / Delinelle,45.475198,-73.592938,circle
Saint-Laurent / Saint-Joseph,45.522345,-73.591112,circle
Saint-Joseph / Saint-Laurent,45.522581,-73.591334,circle
Saint-Joseph / Saint-Laurent,45.522144,-73.591403,circle
Bélanger / 17e Avenue,45.561251,-73.59045400000001,circle
De Gaspé / Laurier,45.524848,-73.59141,circle
Saint-Rémi / Acorn,45.471359,-73.592438,circle
Saint-Rémi / de la Côte-Saint-Paul,45.471184,-73.59231,circle
Beaubien / 1re Avenue,45.550519,-73.590313,circle
Jolicoeur / Hadley,45.45717,-73.592736,circle
Jolicoeur / Hadley,45.45706,-73.593069,circle
Saint-Michel / Saint-Zotique,45.556211,-73.589813,circle
Saint-Michel / Saint-Zotique,45.556193,-73.59036,circle
Côte-des-Neiges / Cedar,45.495098999999996,-73.591298,circle
Côte-des-Neiges / Cedar,45.494868,-73.591306,circle
Rosemont / Chabot,45.541965999999995,-73.59030200000001,circle
Rosemont / Chabot,45.541671,-73.590334,circle
de l'Église / Hadley,45.463924,-73.592187,circle
de l'Église / Hadley,45.463836,-73.592484,circle
Henri-Bourassa / L.-J.- Forget,45.620883,-73.58829399999999,circle
Saint-Urbain / Villeneuve,45.520313,-73.590704,circle
Maurice-Duplessis / Clément-Ader,45.632574,-73.587839,circle
Maurice-Duplessis / Clément-Ader,45.632636,-73.58816,circle
Saint-Antoine / Lenoir,45.47635,-73.591576,circle
Saint-Grégoire / De La Roche,45.533044,-73.589896,circle
Bélanger / 19e Avenue,45.562940000000005,-73.589184,circle
Bélanger / 19e Avenue,45.562583000000004,-73.589294,circle
Saint-Joseph / De Bullion,45.524085,-73.589979,circle
Saint-Joseph / De Bullion,45.523775,-73.589934,circle
Monk / Raudot,45.448396,-73.592299,circle
De Lorimier / Rosemont,45.543025,-73.589061,circle
Rosemont / De Lorimier,45.5432,-73.58922700000001,circle
De Lorimier / Rosemont,45.543075,-73.58948199999999,circle
Rosemont / De Lorimier,45.542896,-73.589264,circle
Laurier / Saint-Denis,45.526812,-73.58949799999999,circle
Beaubien / 6e Avenue,45.552378999999995,-73.588697,circle
Beaubien / 6e Avenue,45.552149,-73.588696,circle
Saint-Jacques / Lenoir,45.475651,-73.59077099999999,circle
Saint-Rémi / Notre-Dame,45.470519,-73.59064000000001,circle
Notre-Dame / Saint-Rémi,45.470729999999996,-73.590747,circle
Saint-Rémi / Notre-Dame,45.470625,-73.591103,circle
Notre-Dame / Saint-Rémi,45.470104,-73.59116800000001,circle
Saint-Laurent / Villeneuve,45.521466,-73.589189,circle
Allard / Hadley,45.451419,-73.59156899999999,circle
Armand-Bombardier / Blaise-Pascal,45.62914,-73.58707,circle
Armand-Bombardier / Blaise-Pascal,45.629459999999995,-73.58704300000001,circle
du Mont-Royal / du Parc,45.516268,-73.589671,circle
du Parc / du Mont-Royal,45.516693,-73.588818,circle
du Mont-Royal / du Parc,45.517101000000004,-73.589178,circle
du Parc / du Mont-Royal,45.516782,-73.589562,circle
du Mont-Royal / du Parc,45.516543,-73.58941800000001,circle
du Mont-Royal / Jeanne-Mance,45.517194,-73.588838,circle
Saint-Antoine / Sainte-Marguerite,45.477377000000004,-73.590379,circle
Monk / De La Vérendrye,45.446622999999995,-73.591633,circle
Rita-Levi-Montalcini / Perras,45.643964000000004,-73.58578100000001,circle
Perras / Rita-Levi-Montalcini,45.644259000000005,-73.585965,circle
Perras / Rita-Levi-Montalcini,45.643952,-73.5861,circle
Perras / Rita-Levi-Montalcini,45.644584,-73.585382,circle
Saint-Grégoire / Chambord,45.534683,-73.588375,circle
Atwater / Picquet,45.493331,-73.589697,circle
Atwater / Picquet,45.493512,-73.589353,circle
D'Iberville / de Bellechasse,45.547381,-73.588008,circle
D'Iberville / de Bellechasse,45.547405,-73.58834300000001,circle
Jolicoeur / Eadie,45.457082,-73.590388,circle
Jolicoeur / Eadie,45.456976,-73.590751,circle
Rosemont / des Écores,45.545254,-73.58744200000001,circle
Rosemont / des Écores,45.544978,-73.587453,circle
Papineau / escalier des Carrières,45.539114,-73.58776999999999,circle
Maurice-Duplessis / 27e Avenue,45.634469,-73.585746,circle
Maurice-Duplessis / 27e Avenue,45.634124,-73.58580400000001,circle
de l'Église / Eadie,45.463825,-73.589795,circle
de l'Église / Eadie,45.463735,-73.590126,circle
Bélanger / Pie-IX,45.565143,-73.587271,circle
Bélanger / Pie-IX,45.564785,-73.587378,circle
Beaubien / 9e Avenue,45.553892,-73.58739200000001,circle
Beaubien / 9e Avenue,45.553663,-73.587385,circle
Saint-Ferdinand / Saint-Antoine,45.478147,-73.58909399999999,circle
Saint-Antoine / Saint-Ferdinand,45.478308,-73.589291,circle
Saint-Joseph / Saint-Denis,45.526429,-73.587873,circle
Saint-Joseph / Saint-Denis,45.52606,-73.587891,circle
du Docteur-Penfield / Côte-des-Neiges,45.49497,-73.589878,circle
Atwater / Saint-Sulpice,45.494813,-73.588629,circle
Saint-Jacques / Sainte-Marguerite,45.476315,-73.589156,circle
Saint-Jacques / Saint-Philippe,45.476637,-73.588394,circle
Allard / Laurendeau,45.451438,-73.589674,circle
Laurendeau / Egan,45.452768,-73.58935600000001,circle
Saint-Grégoire / Garnier,45.535948,-73.587204,circle
Saint-Grégoire / Garnier,45.535711,-73.587259,circle
Henri-Bourassa / Marco-Polo,45.623706,-73.584165,circle
Henri-Bourassa / Marco-Polo,45.623391,-73.584163,circle
Laurendeau / Springland,45.454076,-73.589249,circle
Laurendeau / Springland,45.454278,-73.589381,circle
Notre-Dame / De Courcelle,45.472859,-73.58874499999999,circle
Notre-Dame / De Courcelle,45.472621999999994,-73.588787,circle
du Mont-Royal / Saint-Urbain,45.519040000000004,-73.587423,circle
Saint-Urbain / du Mont-Royal,45.51894,-73.587694,circle
du Mont-Royal / Saint-Urbain,45.518791,-73.58748,circle
Bélanger / 24e Avenue,45.56626,-73.586301,circle
Bélanger / 24e Avenue,45.566035,-73.58628399999999,circle
Saint-Rémi / Saint-Ambroise,45.469484,-73.588996,circle
Saint-Michel / Beaubien,45.555084,-73.586049,circle
Beaubien / Saint-Michel,45.555208,-73.586253,circle
Saint-Michel / Beaubien,45.555042,-73.58651,circle
Beaubien / Saint-Michel,45.554922999999995,-73.58629599999999,circle
Station Laurier (Saint-Joseph / Berri),45.527165999999994,-73.586903,circle
Atwater / Sherbrooke,45.491291,-73.587671,circle
Sherbrooke / Atwater,45.491563,-73.587763,circle
Sherbrooke / Atwater,45.491066,-73.588043,circle
Collège Dawson (Sherbrooke/No 3040),45.490778999999996,-73.588663,circle
De Lorimier / Holt,45.541719,-73.586294,circle
De Lorimier / Holt,45.541707,-73.586672,circle
D'Iberville / Rosemont,45.546469,-73.586036,circle
Rosemont / D'Iberville,45.546676,-73.586205,circle
D'Iberville / Rosemont,45.546514,-73.586438,circle
Rosemont / D'Iberville,45.546332,-73.586274,circle
Laurendeau / Desmarchais,45.455641,-73.588663,circle
Jolicoeur / Laurendeau,45.457319,-73.58793299999999,circle
Laurendeau / Jolicoeur,45.457464,-73.588495,circle
Jolicoeur / Dubois,45.456914000000005,-73.589101,circle
Saint-Antoine / du Couvent,45.479704999999996,-73.587694,circle
Station Laurier Sud (Rivard / Gilford),45.526517,-73.586813,circle
du Mont-Royal / Saint-Laurent,45.519985,-73.586394,circle
Bélanger / 26e Avenue,45.567397,-73.58531500000001,circle
Bélanger / 26e Avenue,45.567168,-73.5853,circle
Laurendeau / Jacques-Hertel,45.459218,-73.588177,circle
Laurendeau / Jacques-Hertel,45.459452,-73.588319,circle
Saint-Laurent / du Mont-Royal,45.520102,-73.58622,circle
du Mont-Royal / Saint-Laurent,45.520234,-73.586347,circle
Station Laurier Sud (Berri / Gilford),45.527066999999995,-73.58625500000001,circle
Station Laurier Sud (Gilford / Berri),45.526764,-73.586331,circle
Saint-Grégoire / Marquette,45.537217,-73.586012,circle
Saint-Grégoire / Marquette,45.537343,-73.585717,circle
Laurendeau / Le Caron,45.461828000000004,-73.587949,circle
Laurendeau / Le Caron,45.462057,-73.588083,circle
Rita-Levi-Montalcini / Samuel-Morse,45.64135,-73.583042,circle
Rita-Levi-Montalcini / Samuel-Morse,45.641463,-73.583336,circle
Beaubien / 13e Avenue,45.556490999999994,-73.58513,circle
Beaubien / 13e Avenue,45.556255,-73.585135,circle
Côte-des-Neiges / du Docteur-Penfield,45.496337,-73.586157,circle
du Docteur-Penfield / Côte-des-Neiges,45.495957000000004,-73.587122,circle
Station Place-Saint-Henri / Saint-Ferdinand,45.477078999999996,-73.586773,circle
Station Place-Saint-Henri / Saint-Ferdinand,45.477090000000004,-73.587162,circle
Station Place-Saint-Henri,45.477273,-73.586541,circle
Atwater / Lincoln,45.490475,-73.586285,circle
Notre-Dame / Lacasse,45.4746,-73.58718499999999,circle
Rosemont / 1re Avenue,45.548004,-73.585047,circle
Maurice-Duplessis / André-Dumas,45.636573999999996,-73.582982,circle
Maurice-Duplessis / André-Dumas,45.636214,-73.583056,circle
Laurendeau / de l'Église,45.46358,-73.58779200000001,circle
Laurendeau / de l'Église,45.463471000000006,-73.58796099999999,circle
Saint-Antoine / Laporte,45.480758,-73.586678,circle
Bélanger / 28e Avenue,45.568537,-73.584322,circle
Bélanger / 28e Avenue,45.56827,-73.58434399999999,circle
Rosemont / 2e Avenue,45.548266999999996,-73.58458900000001,circle
Saint-Joseph / de Mentana,45.529406,-73.58512900000001,circle
Saint-Joseph / de Mentana,45.529139,-73.58505799999999,circle
Notre-Dame / Sainte-Marguerite,45.475465,-73.58641999999999,circle
du Mont-Royal / De Bullion,45.521749,-73.584963,circle
du Mont-Royal / De Bullion,45.521406,-73.585116,circle
Atwater / De Maisonneuve,45.490080999999996,-73.58600799999999,circle
Sherbrooke / Chomedey,45.492895000000004,-73.585686,circle
Sherbrooke / Chomedey,45.492614,-73.58580699999999,circle
Saint-Denis / Gilford,45.524987,-73.585394,circle
Saint-Urbain / Marie-Anne,45.517875,-73.585308,circle
des Pins / Steyning,45.499559000000005,-73.585705,circle
Pie-IX / Saint-Zotique,45.563793,-73.583211,circle
Pie-IX / Saint-Zotique,45.563736,-73.58376899999999,circle
Bélanger / 30e Avenue,45.569433000000004,-73.583332,circle
Saint-Joseph / Christophe-Colomb,45.530403,-73.584192,circle
Saint-Joseph / Christophe-Colomb,45.530117,-73.584141,circle
Collège de Rosemont (Beaubien / 16e Avenue),45.558564000000004,-73.58330600000001,circle
Collège de Rosemont (Beaubien / 16e Avenue),45.558274,-73.58335799999999,circle
Papineau / Masson,45.537226000000004,-73.583726,circle
Masson / Papineau,45.537421,-73.583839,circle
Papineau / Masson,45.537296999999995,-73.58421899999999,circle
Armand-Bombardier / Henri-Bourassa,45.625409999999995,-73.58195,circle
Armand-Bombardier / Henri-Bourassa,45.62577,-73.581928,circle
Ray-Lawson / Henri-Bourassa,45.624672,-73.58090899999999,circle
Rosemont / 5e Avenue,45.55003,-73.583281,circle
Rosemont / 5e Avenue,45.549817,-73.58324,circle
Bélanger / 31e Avenue,45.570242,-73.582842,circle
Saint-Patrick / Angers,45.468393,-73.58495,circle
Saint-Patrick / De La Vérendrye,45.468639,-73.584715,circle
Saint-Jacques / du Couvent,45.478215999999996,-73.585087,circle
du Docteur-Penfield / Redpath,45.499478,-73.583821,circle
du Mont-Royal / Henri-Julien,45.522999,-73.58382900000001,circle
du Mont-Royal / Henri-Julien,45.522814000000004,-73.58382399999999,circle
D'Iberville / Holt,45.545177,-73.583031,circle
D'Iberville / Holt,45.545181,-73.583386,circle
Saint-Laurent / Marie-Anne,45.519062,-73.583885,circle
Saint-Joseph / De La Roche,45.53116,-73.58348000000001,circle
Saint-Joseph / De La Roche,45.530861,-73.583439,circle
des Pins / No 1305,45.501532,-73.584561,circle
Masson / Cartier,45.537594,-73.58349399999999,circle
Côte-des-Neiges / Summerhill,45.496471,-73.583996,circle
Côte-des-Neiges / Summerhill,45.496301,-73.584446,circle
Saint-Michel / de Bellechasse,45.55393,-73.582233,circle
Saint-Michel / de Bellechasse,45.553894,-73.582713,circle
Jolicoeur / Angers,45.457204,-73.584948,circle
Jolicoeur / Angers,45.457096,-73.585336,circle
des Pins / Redpath,45.502796000000004,-73.58356500000001,circle
Saint-Jacques / Laporte,45.479382,-73.584213,circle
Notre-Dame / de la Station,45.477956,-73.583876,circle
du Mont-Royal / Saint-Denis,45.524127,-73.58285699999999,circle
du Mont-Royal / Saint-Denis,45.523809,-73.582962,circle
de l'Église / Angers,45.463591,-73.584423,circle
Angers / de l'Église,45.463931,-73.584664,circle
de l'Église / Angers,45.463513,-73.584925,circle
Christophe-Colomb / Gilford,45.529587,-73.582833,circle
Angers / Cabot,45.465348,-73.58454,circle
Bélanger / 33e Avenue,45.571452,-73.58179399999999,circle
Bélanger / 33e Avenue,45.571118,-73.581873,circle
Sherbrooke / Saint-Marc,45.494762,-73.583462,circle
Sherbrooke / Saint-Marc,45.494448,-73.583478,circle
Rosemont / 8e Avenue,45.551589,-73.581921,circle
Rosemont / 8e Avenue,45.551367,-73.581889,circle
Station Atwater (Sainte-Catherine / Atwater),45.489793,-73.58381700000001,circle
Station Atwater (Lambert-Closse / Ste-Catherine),45.490351000000004,-73.58322700000001,circle
Maurice-Duplessis / Rita-Levi-Montalcini,45.638733,-73.58014,circle
Rita-Levi-Montalcini / Maurice-Duplessis,45.638737,-73.58048000000001,circle
Maurice-Duplessis / Rita-Levi-Montalcini,45.638348,-73.580249,circle
Beaubien / 19e Avenue,45.560590999999995,-73.581537,circle
Beaubien / 19e Avenue,45.560303999999995,-73.581587,circle
Saint-Urbain / Rachel,45.516593,-73.58248,circle
Angers / Dunn,45.466809999999995,-73.584118,circle
René-Lévesque / Atwater,45.488258,-73.582891,circle
De La Roche / Gilford,45.530297999999995,-73.581801,circle
Saint-Joseph / De Lanaudière,45.532747,-73.582006,circle
Saint-Joseph / De Lanaudière,45.532416,-73.581982,circle
Saint-Patrick / De La Vérendrye,45.469082,-73.583706,circle
Station Mont-Royal (du Mont-Royal / Berri),45.524654,-73.582202,circle
Station Mont-Royal (du Mont-Royal / Berri),45.524798,-73.582068,circle
Atwater / du Souvenir,45.487664,-73.582399,circle
Atwater / Dorchester,45.488273,-73.583487,circle
De Lorimier / Masson,45.539345000000004,-73.581239,circle
Masson / De Lorimier,45.539687,-73.581714,circle
De Lorimier / Masson,45.539522,-73.58197,circle
Masson / De Lorimier,45.539262,-73.58193100000001,circle
Bélanger / 35e Avenue,45.572557,-73.580837,circle
Bélanger / 35e Avenue,45.572297999999996,-73.580842,circle
Saint-Antoine / Rose-de-Lima,45.482418,-73.585071,circle
Saint-Jacques / Rose-de-Lima,45.481091,-73.582983,circle
Sherbrooke / Saint-Mathieu,45.495894,-73.582471,circle
Saint-Mathieu / Sherbrooke,45.49577,-73.582679,circle
Sherbrooke / Saint-Mathieu,45.495554999999996,-73.582497,circle
D'Iberville / Dandurand,45.54424,-73.58082399999999,circle
D'Iberville / Dandurand,45.544236,-73.58116,circle
du Mont-Royal / Saint-Hubert,45.526107,-73.581086,circle
du Docteur-Penfield / de la Montagne,45.501108,-73.582061,circle
Saint-Laurent / Rachel,45.517979,-73.581473,circle
Rachel / Saint-Laurent,45.518153000000005,-73.581638,circle
des Pins / Peel,45.50481,-73.581761,circle
Peel / des Pins,45.504290000000005,-73.581558,circle
Saint-Michel / Rosemont,45.553227,-73.580146,circle
Rosemont / Saint-Michel,45.553428000000004,-73.580373,circle
Saint-Michel / Rosemont,45.553206,-73.580646,circle
Rosemont / Saint-Michel,45.552993,-73.580451,circle
Saint-Joseph / Fabre,45.533957,-73.58085200000001,circle
Saint-Joseph / Fabre,45.533683,-73.580773,circle
Côte-des-Neiges / Sherbrooke,45.496563,-73.582643,circle
Sherbrooke / Côte-des-Neiges,45.496683000000004,-73.581765,circle
Sherbrooke / Côte-des-Neiges,45.496396999999995,-73.581755,circle
Institut de cardiologie (Viau / Bélanger),45.573519,-73.57965899999999,circle
Institut de cardiologie (Viau / Bélanger),45.573675,-73.579863,circle
Institut de cardiologie (Viau / Bélanger),45.573482,-73.580118,circle
Bélanger / Viau,45.573776,-73.579562,circle
Papineau / Laurier,45.536052000000005,-73.581535,circle
Papineau / Laurier,45.536044,-73.58117800000001,circle
Notre-Dame / Turgeon,45.479146,-73.581917,circle
Notre-Dame / Turgeon,45.478842,-73.582207,circle
Perras / René-Masson,45.651097,-73.57718299999999,circle
Perras / René-Masson,45.650657,-73.577277,circle
Pie-IX / Beaubien,45.562626,-73.579444,circle
Beaubien / Pie-IX,45.562791,-73.57964399999999,circle
Pie-IX / Beaubien,45.562558,-73.57996,circle
Beaubien / Pie-IX,45.562434,-73.579716,circle
Sainte-Catherine / du Fort,45.491754,-73.58157800000001,circle
Saint-Patrick / Pitt,45.470233,-73.58182,circle
Saint-Patrick / Pitt,45.470271000000004,-73.581466,circle
du Mont-Royal / de Mentana,45.527136999999996,-73.58012,circle
du Mont-Royal / de Mentana,45.526918,-73.580124,circle
Saint-Urbain / Duluth,45.515786999999996,-73.580621,circle
du Docteur-Penfield / des Pins,45.506944,-73.579897,circle
des Pins / du Docteur-Penfield,45.506847,-73.580724,circle
Papineau / Saint-Joseph,45.535168,-73.57928000000001,circle
Saint-Joseph / Papineau,45.535365000000006,-73.579527,circle
Papineau / Saint-Joseph,45.535243,-73.579786,circle
Saint-Joseph / Papineau,45.535028000000004,-73.57952399999999,circle
Station Guy-Concordia (Maisonneuve / St-Mathieu),45.494696000000005,-73.580486,circle
Station Guy-Concordia (St-Mathieu/De Maisonneuve),45.494608,-73.580727,circle
Station Guy-Concordia (De Maisonneuve/St-Mathieu),45.49435,-73.580889,circle
René-Lévesque / du Sussex,45.489194,-73.580721,circle
Rachel / de l'Hôtel-de-Ville,45.519907,-73.57995600000001,circle
Rachel / de l'Hôtel-de-Ville,45.519735,-73.580014,circle
des Pins / University,45.508352,-73.580155,circle
des Pins / University,45.507943,-73.580122,circle
Saint-Patrick / No 3620,45.471584,-73.579957,circle
Maurice-Duplessis / Pierre-Baillargeon,45.641471,-73.57653499999999,circle
Maurice-Duplessis / Pierre-Baillargeon,45.641141999999995,-73.576573,circle
Saint-Michel / Holt,45.552658,-73.578485,circle
Saint-Michel / Holt,45.552593,-73.578868,circle
du Mont-Royal / Christophe-Colomb,45.528139,-73.579175,circle
Christophe-Colomb / du Mont-Royal,45.528043,-73.579412,circle
du Mont-Royal / Christophe-Colomb,45.527875,-73.579226,circle
Bélanger / 40e Avenue,45.575483,-73.578287,circle
Bélanger / 40e Avenue,45.575201,-73.578319,circle
Collège Jean-Eudes (Rosemont / 14e Avenue),45.555525,-73.578549,circle
Sherbrooke / Bishop,45.498138,-73.58006400000001,circle
Beaubien / 25e Avenue,45.564471000000005,-73.57818,circle
Notre-Dame / Rose-de-Lima,45.480093,-73.580162,circle
Notre-Dame / Rose-de-Lima,45.479633,-73.580765,circle
Saint-Laurent / Duluth,45.516967,-73.579262,circle
des Pins / Aylmer,45.509521,-73.579459,circle
des Pins / Aylmer,45.509184000000005,-73.579488,circle
Rosemont / 15e Avenue,45.555777,-73.578026,circle
Peel / du Docteur-Penfield,45.503331,-73.57934,circle
Peel / du Docteur-Penfield,45.503372999999996,-73.579678,circle
du Docteur-Penfield / Peel,45.503221,-73.579554,circle
Saint-Joseph / Chabot,45.53651,-73.578451,circle
Saint-Joseph / Chabot,45.536228,-73.578393,circle
De Lorimier / Laurier,45.537949,-73.57824000000001,circle
De Lorimier / Laurier,45.537983000000004,-73.578625,circle
De La Roche / du Mont-Royal,45.528714,-73.578339,circle
du Mont-Royal / De La Roche,45.528844,-73.57851600000001,circle
du Mont-Royal / De La Roche,45.528612,-73.578539,circle
Beaubien / 26e Avenue,45.564806,-73.577667,circle
D'Iberville / Masson,45.542737,-73.577261,circle
Masson / D'Iberville,45.543426000000004,-73.577905,circle
D'Iberville / Masson,45.543152,-73.578592,circle
Masson / D'Iberville,45.542637,-73.57842,circle
Masson / D'Iberville,45.542747999999996,-73.578652,circle
D'Iberville / No 5184,45.542640999999996,-73.57739699999999,circle
Atwater / Saint-Jacques,45.483709000000005,-73.579324,circle
Station Guy-Concordia (Guy / De Maisonneuve),45.495939,-73.579665,circle
Saint-Mathieu / Sainte-Catherine,45.493867,-73.579452,circle
Sainte-Catherine / Saint-Mathieu,45.493687,-73.579306,circle
René-Lévesque / Seymour,45.489889,-73.579385,circle
Papineau / Gilford,45.534509,-73.577854,circle
Papineau / Gilford,45.534526,-73.578232,circle
Station Guy-Concordia (Guy / De Maisonneuve),45.495688,-73.57907800000001,circle
Station Guy-Concordia (De Maisonneuve / Guy),45.495872,-73.579363,circle
Sherbrooke / de la Montagne,45.499809,-73.57870600000001,circle
Sherbrooke / de la Montagne,45.499516,-73.578711,circle
Rachel / Saint-Denis,45.521934,-73.57810699999999,circle
Rachel / Saint-Denis,45.521646999999994,-73.57821700000001,circle
Saint-Patrick / No 3550,45.472788,-73.578811,circle
Hôpital Hôtel-Dieu (St-Urbain / St-Cuthbert),45.514815999999996,-73.578489,circle
Rosemont / 17e Avenue,45.557328999999996,-73.576984,circle
Rosemont / 17e Avenue,45.557084,-73.57689599999999,circle
Masson / Molson,45.543975,-73.577304,circle
Beaubien / 29e Avenue,45.566720000000004,-73.57621999999999,circle
Maurice-Duplessis / 41e Avenue,45.64284,-73.574737,circle
Maurice-Duplessis / 41e Avenue,45.642435,-73.574872,circle
des Pins / du Parc (coin Sud-Ouest),45.511429,-73.578216,circle
De Lorimier / Saint-Joseph,45.537405,-73.57708199999999,circle
Saint-Joseph / De Lorimier,45.537636,-73.577387,circle
De Lorimier / Saint-Joseph,45.53752,-73.577635,circle
Saint-Joseph / De Lorimier,45.537287,-73.57738,circle
Bélanger / Sagamo,45.577568,-73.576473,circle
Bélanger / 43e Avenue,45.577315000000006,-73.57648499999999,circle
Saint-Laurent / Napoléon,45.516321000000005,-73.57781999999999,circle
René-Lévesque / du Fort,45.490334000000004,-73.57817299999999,circle
de l'Église / Lesage,45.46334,-73.578739,circle
De Maisonneuve / Bishop,45.497525,-73.578074,circle
du Mont-Royal / De Lanaudière,45.530144,-73.577093,circle
Beaubien / 29e Avenue,45.56649,-73.576197,circle
du Mont-Royal / De Lanaudière,45.530392,-73.577057,circle
Masson / 1re Avenue,45.545432,-73.57659,circle
Viau / Saint-Zotique,45.572299,-73.57583100000001,circle
Viau / Saint-Zotique,45.57233,-73.576403,circle
Guy / Sainte-Catherine,45.495028000000005,-73.577591,circle
Sainte-Catherine / Guy,45.494885,-73.57791,circle
Guy / Sainte-Catherine,45.494623,-73.57706999999999,circle
Saint-Michel / Dandurand,45.551945,-73.57608499999999,circle
Saint-Michel / Dandurand,45.551878,-73.576465,circle
Pie-IX / de Bellechasse,45.56147,-73.575715,circle
Pie-IX / de Bellechasse,45.561401000000004,-73.576252,circle
Atwater / Notre-Dame,45.481199,-73.577776,circle
Notre-Dame / Atwater,45.481398,-73.577814,circle
Atwater / Notre-Dame,45.481305,-73.578148,circle
Notre-Dame / Atwater,45.480985,-73.578292,circle
Christophe-Colomb / Marie-Anne,45.526972,-73.57703199999999,circle
Masson / 2e Avenue,45.545727,-73.57623199999999,circle
Rosemont / Bourbonnière,45.558343,-73.57580300000001,circle
du Parc / Léo-Pariseau,45.511157,-73.57745200000001,circle
de l'Assomption / Bélanger,45.578829999999996,-73.57514499999999,circle
Bélanger / de l'Assomption,45.57897,-73.57533199999999,circle
de l'Assomption / Bélanger,45.578799,-73.575508,circle
Bélanger / de l'Assomption,45.57867,-73.575305,circle
Saint-Joseph / Parthenais,45.538452,-73.576249,circle
Saint-Joseph / Parthenais,45.538416999999995,-73.576615,circle
Masson / 3e Avenue,45.54653,-73.575924,circle
Rachel / Saint-Hubert,45.523638,-73.57651800000001,circle
Rachel / Saint-Hubert,45.523402000000004,-73.576633,circle
Beaubien / 31e Avenue,45.567877,-73.575212,circle
Beaubien / 31e Avenue,45.567633,-73.575202,circle
Maurice-Duplessis / Rodolphe-Forget,45.644149,-73.573013,circle
Maurice-Duplessis / Rodolphe-Forget,45.643668,-73.573251,circle
De Lorimier / Gilford,45.536751,-73.575675,circle
De Lorimier / Gilford,45.536778999999996,-73.576051,circle
De Maisonneuve / de la Montagne,45.498892,-73.576877,circle
Masson / 4e Avenue,45.546863,-73.575553,circle
De La Roche / Marie-Anne,45.527654,-73.57602800000001,circle
Saint-Patrick / No 3500,45.473771,-73.577943,circle
du Mont-Royal / Fabre,45.531636999999996,-73.575889,circle
du Mont-Royal / Fabre,45.531386,-73.575928,circle
Peel / Sherbrooke,45.501757,-73.576362,circle
Peel / Sherbrooke,45.501898,-73.576789,circle
Sherbrooke / Peel,45.501628000000004,-73.576634,circle
Sherbrooke / Peel,45.50203,-73.57651700000001,circle
Bélanger / Châtelain,45.580086,-73.574557,circle
Bélanger / Châtelain,45.579826000000004,-73.574536,circle
des Pins / Saint-Urbain,45.513932000000004,-73.57615,circle
Saint-Urbain / des Pins,45.513847999999996,-73.576314,circle
des Pins / Saint-Urbain,45.513677,-73.576154,circle
René-Lévesque / Saint-Mathieu,45.492441,-73.576541,circle
Saint-Mathieu / René-Lévesque,45.492553,-73.577185,circle
René-Lévesque / Saint-Mathieu,45.49205,-73.576516,circle
Saint-Denis / Duluth,45.520573999999996,-73.575704,circle
Marché Atwater (Atwater / Sainte-Émilie),45.479748,-73.578005,circle
Marché Atwater (Atwater / Sainte-Émilie),45.480087,-73.577642,circle
Saint-Laurent / Roy,45.515399,-73.57573599999999,circle
Masson / 6e Avenue,45.548192,-73.574911,circle
Saint-Joseph / Fullum,45.539604,-73.57509399999999,circle
Rachel / de Mentana,45.524956,-73.575304,circle
Rachel / de Mentana,45.524762,-73.57538000000001,circle
du Parc / Prince-Arthur,45.510443,-73.575882,circle
Masson / 7e Avenue,45.548517,-73.574549,circle
Beaubien / 33e Avenue,45.569059,-73.574184,circle
Beaubien / 33e Avenue,45.568736,-73.574242,circle
Perras / 54e Avenue,45.655015999999996,-73.571534,circle
Perras / 54e Avenue,45.654683,-73.57163100000001,circle
Saint-Patrick / No 3400,45.474948,-73.577099,circle
Papineau / du Mont-Royal,45.532914,-73.57441700000001,circle
du Mont-Royal / Papineau,45.533055,-73.57453199999999,circle
Papineau / du Mont-Royal,45.532932,-73.574789,circle
du Mont-Royal / Papineau,45.532768,-73.57462,circle
Pie-IX / Rosemont,45.560784999999996,-73.573511,circle
Rosemont / Pie-IX,45.560963,-73.573821,circle
Pie-IX / Rosemont,45.560761,-73.574168,circle
Rosemont / Pie-IX,45.560587,-73.57385,circle
des Pins / Saint-Laurent,45.515188,-73.57509,circle
