"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-73.58","45.50","MCTAVISH","7024745","2014-07-01 00:00","2014","07","01","00:00","24.9","","20.3","","76","","","M","19","","5","","","","100.01","","33","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2014-07-01 01:00","2014","07","01","01:00","24.7","","19.6","","73","","","M","14","","3","","","","99.99","","32","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2014-07-01 02:00","2014","07","01","02:00","23.9","","19.5","","77","","","M","16","","5","","","","99.94","","31","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2014-07-01 03:00","2014","07","01","03:00","23.4","","19.9","","81","","","M","18","","5","","","","99.92","","31","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2014-07-01 04:00","2014","07","01","04:00","23.3","","20.0","","82","","","M","18","","5","","","","99.92","","31","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2014-07-01 05:00","2014","07","01","05:00","23.1","","20.0","","83","","","M","18","","3","","","","99.96","","31","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2014-07-01 06:00","2014","07","01","06:00","23.4","","20.2","","82","","","M","18","","7","","","","99.95","","31","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2014-07-01 07:00","2014","07","01","07:00","24.5","","20.5","","79","","","M","15","","4","","","","99.88","","32","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2014-07-01 08:00","2014","07","01","08:00","25.6","","20.9","","75","","","M","16","","6","","","","99.83","","34","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2014-07-01 09:00","2014","07","01","09:00","27.3","","21.5","","71","","","M","15","","8","","","","99.73","","36","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2014-07-01 10:00","2014","07","01","10:00","28.8","","21.3","","64","","","M","16","","8","","","","99.65","","37","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2014-07-01 11:00","2014","07","01","11:00","29.7","","22.0","","63","","","M","16","","6","","","","99.60","","39","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2014-07-01 12:00","2014","07","01","12:00","30.1","","21.4","","60","","","M","10","","7","","","","99.57","","39","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2014-07-01 13:00","2014","07","01","13:00","30.3","","21.6","","60","","","M","13","","6","","","","99.50","","39","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2014-07-01 14:00","2014","07","01","14:00","31.5","","22.4","","59","","","M","17","","7","","","","99.44","","41","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2014-07-01 15:00","2014","07","01","15:00","31.9","","22.2","","57","","","M","19","","7","","","","99.41","","41","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2014-07-01 16:00","2014","07","01","16:00","31.5","","19.9","","50","","","M","22","","7","","","","99.36","","39","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2014-07-01 17:00","2014","07","01","17:00","31.4","","20.5","","52","","","M","21","","8","","","","99.35","","39","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2014-07-01 18:00","2014","07","01","18:00","30.7","","20.0","","53","","","M","21","","8","","","","99.32","","38","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2014-07-01 19:00","2014","07","01","19:00","29.3","","18.5","","52","","","M","19","","8","","","","99.40","","36","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2014-07-01 20:00","2014","07","01","20:00","28.2","","17.9","","54","","","M","19","","7","","","","99.43","","34","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2014-07-01 21:00","2014","07","01","21:00","27.4","","18.0","","56","","","M","20","","8","","","","99.50","","33","","","","NA"
