"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-73.58","45.50","MCTAVISH","7024745","2015-09-01 00:00","2015","09","01","00:00","20.6","","16.0","","75","","0.0","","35","","5","","","","100.70","","25","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-01 01:00","2015","09","01","01:00","20.0","","14.7","","71","","0.0","","36","","3","","","","100.71","","","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-01 02:00","2015","09","01","02:00","19.0","","13.8","","72","","0.0","","34","","3","","","","100.77","","","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-01 03:00","2015","09","01","03:00","17.6","","13.7","","78","","0.0","","31","","4","","","","100.80","","","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-01 04:00","2015","09","01","04:00","17.7","","14.3","","81","","0.0","","35","","4","","","","100.83","","","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-01 05:00","2015","09","01","05:00","17.3","","15.1","","87","","0.0","","33","","4","","","","100.85","","","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-01 06:00","2015","09","01","06:00","17.4","","14.6","","84","","0.0","","35","","2","","","","100.91","","","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-01 07:00","2015","09","01","07:00","18.7","","14.7","","78","","0.0","","35","","4","","","","100.95","","","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-01 08:00","2015","09","01","08:00","20.6","","13.2","","62","","0.0","","15","","3","","","","100.93","","","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-01 09:00","2015","09","01","09:00","21.4","","12.3","","56","","0.0","","15","","6","","","","100.94","","","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-01 10:00","2015","09","01","10:00","23.1","","14.2","","57","","0.0","","16","","7","","","","100.93","","27","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-01 11:00","2015","09","01","11:00","23.7","","14.6","","57","","0.0","","14","","7","","","","100.87","","27","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-01 12:00","2015","09","01","12:00","25.0","","15.0","","54","","0.0","","26","","5","","","","100.81","","29","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-01 13:00","2015","09","01","13:00","25.8","","15.3","","52","","0.0","","19","","8","","","","100.77","","30","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-01 14:00","2015","09","01","14:00","26.4","","16.2","","54","","0.0","","25","","8","","","","100.72","","31","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-01 15:00","2015","09","01","15:00","26.7","","16.7","","54","","0.0","","20","","8","","","","100.66","","32","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-01 16:00","2015","09","01","16:00","27.0","","17.6","","56","","0.0","","24","","4","","","","100.64","","33","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-01 17:00","2015","09","01","17:00","26.6","","17.9","","59","","0.0","","23","","5","","","","100.65","","33","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-01 18:00","2015","09","01","18:00","25.8","","17.6","","61","","0.0","","23","","3","","","","100.65","","32","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-01 19:00","2015","09","01","19:00","23.3","","18.3","","74","","0.0","","27","","2","","","","100.66","","30","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-01 20:00","2015","09","01","20:00","22.8","","18.8","","78","","0.0","","0","","1","","","","100.68","","29","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-01 21:00","2015","09","01","21:00","23.9","","19.4","","76","","0.0","","17","","5","","","","100.65","","31","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-01 22:00","2015","09","01","22:00","23.0","","19.5","","81","","0.0","","19","","5","","","","100.63","","30","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-01 23:00","2015","09","01","23:00","22.5","","19.5","","83","","0.0","","19","","4","","","","100.66","","30","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-02 00:00","2015","09","02","00:00","22.0","","19.1","","84","","0.0","","19","","5","","","","100.65","","29","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-02 01:00","2015","09","02","01:00","21.7","","19.0","","85","","0.0","","22","","5","","","","100.64","","28","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-02 02:00","2015","09","02","02:00","21.2","","18.8","","87","","0.0","","21","","5","","","","100.63","","28","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-02 03:00","2015","09","02","03:00","20.9","","18.9","","88","","0.0","","17","","6","","","","100.58","","28","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-02 04:00","2015","09","02","04:00","20.6","","19.1","","91","","0.0","","17","","4","","","","100.60","","27","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-02 05:00","2015","09","02","05:00","20.3","","19.0","","92","","0.0","","24","","8","","","","100.57","","27","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-02 06:00","2015","09","02","06:00","20.3","","19.1","","93","","0.0","","15","","3","","","","100.62","","27","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-02 07:00","2015","09","02","07:00","20.1","","18.9","","93","","0.0","","16","","5","","","","100.60","","27","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-02 08:00","2015","09","02","08:00","20.1","","19.1","","94","","0.0","","16","","4","","","","100.60","","27","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-02 09:00","2015","09","02","09:00","20.4","","19.1","","92","","0.0","","17","","7","","","","100.59","","27","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-02 10:00","2015","09","02","10:00","21.1","","19.0","","88","","0.0","","18","","8","","","","100.60","","28","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-02 11:00","2015","09","02","11:00","22.5","","19.2","","82","","0.0","","26","","6","","","","100.57","","29","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-02 12:00","2015","09","02","12:00","24.0","","19.4","","75","","0.0","","16","","6","","","","100.54","","31","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-02 13:00","2015","09","02","13:00","25.6","","19.4","","69","","0.0","","18","","5","","","","100.48","","33","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-02 14:00","2015","09","02","14:00","25.9","","19.7","","69","","0.0","","22","","7","","","","100.41","","33","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-02 15:00","2015","09","02","15:00","25.6","","19.2","","68","","0.0","","20","","7","","","","100.37","","33","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-02 16:00","2015","09","02","16:00","25.6","","19.7","","70","","0.0","","23","","5","","","","100.33","","33","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-02 17:00","2015","09","02","17:00","24.9","","20.0","","75","","0.0","","20","","3","","","","100.30","","32","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-02 18:00","2015","09","02","18:00","24.0","","20.1","","79","","0.0","","27","","5","","","","100.33","","32","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-02 19:00","2015","09","02","19:00","23.6","","20.3","","82","","0.0","","23","","4","","","","100.28","","31","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-02 20:00","2015","09","02","20:00","23.7","","20.4","","82","","0.0","","19","","3","","","","100.27","","32","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-09-02 21:00","2015","09","02","21:00","23.7","","20.4","","82","","0.0","","23","","4","","","","100.28","","32","","","","NA"
