"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-73.58","45.50","MCTAVISH","7024745","2015-02-01 00:00","2015","02","01","00:00","-14.0","","-19.0","","66","","","","11","","3","","","","101.03","","","","-16","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-01 01:00","2015","02","01","01:00","-14.6","","-18.2","","74","","","","18","","3","","","","100.98","","","","-17","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-01 02:00","2015","02","01","02:00","-14.0","","-17.1","","77","","","","24","","4","","","","100.99","","","","-17","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-01 03:00","2015","02","01","03:00","-14.4","","-17.4","","77","","","","24","","14","","","","101.00","","","","-22","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-01 04:00","2015","02","01","04:00","-14.7","","-18.0","","76","","","","24","","16","","","","101.04","","","","-23","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-01 05:00","2015","02","01","05:00","-14.3","","-18.2","","73","","","","25","","9","","","","101.16","","","","-20","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-01 06:00","2015","02","01","06:00","-14.1","","-18.4","","70","","","","29","","10","","","","101.26","","","","-20","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-01 07:00","2015","02","01","07:00","-15.2","","-18.9","","73","","","","29","","8","","","","101.38","","","","-21","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-01 08:00","2015","02","01","08:00","-16.0","","-20.8","","66","","","","2","","4","","","","101.48","","","","-19","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-01 09:00","2015","02","01","09:00","-15.6","","-23.0","","53","","","","7","","4","","","","101.58","","","","-19","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-01 10:00","2015","02","01","10:00","-15.8","","-23.4","","52","","","","5","","4","","","","101.64","","","","-19","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-01 11:00","2015","02","01","11:00","-15.8","","-24.6","","47","","","","34","","4","","","","101.65","","","","-19","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-01 12:00","2015","02","01","12:00","-15.2","","-25.1","","42","","","","24","","6","","","","101.61","","","","-19","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-01 13:00","2015","02","01","13:00","-14.5","","-23.5","","47","","","","27","","7","","","","101.53","","","","-19","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-01 14:00","2015","02","01","14:00","-13.5","","-24.3","","40","","","","23","","4","","","","101.48","","","","-16","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-01 15:00","2015","02","01","15:00","-14.0","","-24.4","","41","","","","25","","5","","","","101.53","","","","-17","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-01 16:00","2015","02","01","16:00","-14.9","","-23.5","","48","","","","21","","8","","","","101.53","","","","-20","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-01 17:00","2015","02","01","17:00","-15.9","","-23.9","","51","","","","22","","10","","","","101.56","","","","-22","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-01 18:00","2015","02","01","18:00","-16.5","","-24.4","","51","","","","24","","12","","","","101.58","","","","-24","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-01 19:00","2015","02","01","19:00","-16.2","","-25.4","","45","","","","26","","8","","","","101.51","","","","-22","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-01 20:00","2015","02","01","20:00","-15.9","","-24.0","","50","","","","9","","2","","","","101.47","","","","-17","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-01 21:00","2015","02","01","21:00","-16.1","","-24.3","","49","","","","5","","6","","","","101.41","","","","-21","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-01 22:00","2015","02","01","22:00","-16.9","","-26.0","","45","","","","2","","5","","","","101.38","","","","-21","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-01 23:00","2015","02","01","23:00","-18.6","","-26.8","","49","","","","5","","8","","","","101.37","","","","-25","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-02 00:00","2015","02","02","00:00","-19.5","","-27.1","","51","","","","4","","8","","","","101.37","","","","-26","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-02 01:00","2015","02","02","01:00","-20.0","","-27.4","","51","","","","4","","11","","","","101.28","","","","-28","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-02 02:00","2015","02","02","02:00","-20.2","","-26.9","","55","","","","4","","8","","","","101.18","","","","-26","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-02 03:00","2015","02","02","03:00","-20.9","","-27.6","","55","","","","3","","10","","","","101.15","","","","-28","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-02 04:00","2015","02","02","04:00","-21.4","","-28.0","","55","","","","3","","12","","","","101.01","","","","-30","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-02 05:00","2015","02","02","05:00","-21.5","","-27.0","","61","","","","4","","8","","","","100.83","","","","-28","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-02 06:00","2015","02","02","06:00","-22.2","","-27.2","","64","","","","4","","8","","","","100.71","","","","-29","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-02 07:00","2015","02","02","07:00","-22.3","","-26.7","","67","","","","4","","7","","","","100.67","","","","-28","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-02 08:00","2015","02","02","08:00","-22.3","","-25.9","","72","","","","4","","10","","","","100.58","","","","-30","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-02 09:00","2015","02","02","09:00","-22.5","","-25.9","","74","","","","4","","11","","","","100.52","","","","-31","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-02 10:00","2015","02","02","10:00","-22.2","","-25.3","","75","","","","5","","7","","","","100.39","","","","-28","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-02 11:00","2015","02","02","11:00","-21.2","","-24.2","","77","","","","4","","10","","","","100.31","","","","-29","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-02 12:00","2015","02","02","12:00","-20.5","","-23.4","","77","","","","4","","11","","","","100.22","","","","-28","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-02 13:00","2015","02","02","13:00","-19.7","","-22.4","","79","","","","5","","7","","","","100.10","","","","-25","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-02 14:00","2015","02","02","14:00","-19.0","","-21.6","","80","","","","4","","9","","","","100.03","","","","-26","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-02 15:00","2015","02","02","15:00","-18.4","","-21.0","","80","","","","5","","8","","","","100.06","","","","-24","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-02 16:00","2015","02","02","16:00","-17.8","","-20.2","","81","","","","4","","8","","","","100.01","","","","-24","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-02 17:00","2015","02","02","17:00","-17.4","","-19.8","","81","","","","5","","6","","","","100.16","","","","-22","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-02 18:00","2015","02","02","18:00","-17.4","","-19.8","","81","","","","7","","5","","","","100.28","","","","-21","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-02 19:00","2015","02","02","19:00","-17.2","","-19.7","","81","","","","7","","5","","","","100.35","","","","-21","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-02 20:00","2015","02","02","20:00","-17.3","","-20.1","","79","","","","7","","4","","","","100.41","","","","-20","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-02 21:00","2015","02","02","21:00","-17.2","","-20.0","","79","","","","8","","3","","","","100.43","","","","-20","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-02 22:00","2015","02","02","22:00","-17.0","","-19.7","","79","","","","28","","2","","","","100.54","","","","-19","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-02 23:00","2015","02","02","23:00","-18.0","","-20.7","","79","","","","25","","8","","","","100.61","","","","-24","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-02-03 00:00","2015","02","03","00:00","-18.5","","-20.9","","81","","","","23","","9","","","","100.66","","","","-25","","NA"
