"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-73.58","45.50","MCTAVISH","7024745","2015-01-01 00:00","2015","01","01","00:00","-6.6","","-15.8","","48","","","","19","","9","","","","100.26","","","","-11","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-01-01 01:00","2015","01","01","01:00","-7.0","","-11.4","","71","","","","19","","10","","","","100.22","","","","-12","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-01-01 02:00","2015","01","01","02:00","-7.0","","-12.1","","67","","","","18","","9","","","","100.19","","","","-11","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-01-01 03:00","2015","01","01","03:00","-7.2","","-10.4","","78","","","","19","","9","","","","100.19","","","","-12","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-01-01 04:00","2015","01","01","04:00","-7.5","","-10.6","","78","","","","18","","12","","","","100.15","","","","-13","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-01-01 05:00","2015","01","01","05:00","-7.5","","-11.0","","76","","","","19","","11","","","","100.13","","","","-13","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-01-01 06:00","2015","01","01","06:00","-7.3","","-11.1","","74","","","","18","","8","","","","100.12","","","","-11","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-01-01 07:00","2015","01","01","07:00","-7.3","","-11.8","","70","","","","18","","6","","","","100.05","","","","-10","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-01-01 08:00","2015","01","01","08:00","-6.4","","-13.1","","59","","","","18","","10","","","","100.05","","","","-11","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-01-01 09:00","2015","01","01","09:00","-5.2","","-11.7","","60","","","","20","","8","","","","100.02","","","","-9","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-01-01 10:00","2015","01","01","10:00","-4.8","","-10.9","","62","","","","18","","9","","","","99.98","","","","-9","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-01-01 11:00","2015","01","01","11:00","-4.3","","-8.1","","75","","","","20","","14","","","","99.87","","","","-9","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-01-01 12:00","2015","01","01","12:00","-3.9","","-7.9","","74","","","","20","","14","","","","99.76","","","","-9","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-01-01 13:00","2015","01","01","13:00","-4.3","","-6.6","","84","","","","18","","14","","","","99.71","","","","-9","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-01-01 14:00","2015","01","01","14:00","-3.6","","-6.3","","82","","","","18","","13","","","","99.69","","","","-8","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-01-01 15:00","2015","01","01","15:00","-3.7","","-5.6","","87","","","","18","","11","","","","99.67","","","","-8","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-01-01 16:00","2015","01","01","16:00","-3.5","","-5.3","","87","","","","20","","12","","","","99.70","","","","-8","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-01-01 17:00","2015","01","01","17:00","-3.8","","-5.6","","87","","","","18","","11","","","","99.70","","","","-8","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-01-01 18:00","2015","01","01","18:00","-4.1","","-5.5","","90","","","","18","","14","","","","99.68","","","","-9","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-01-01 19:00","2015","01","01","19:00","-4.0","","-5.5","","89","","","","19","","12","","","","99.71","","","","-9","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-01-01 20:00","2015","01","01","20:00","-3.8","","-5.0","","91","","","","19","","7","","","","99.70","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-01-01 21:00","2015","01","01","21:00","-3.5","","-4.7","","91","","","","19","","10","","","","99.72","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-01-01 22:00","2015","01","01","22:00","-3.1","","-5.8","","82","","","","20","","10","","","","99.78","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-01-01 23:00","2015","01","01","23:00","-3.3","","-7.9","","70","","","","19","","8","","","","99.84","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-01-02 00:00","2015","01","02","00:00","-3.7","","-8.3","","70","","","","19","","9","","","","99.85","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2015-01-02 01:00","2015","01","02","01:00","-3.5","","-8.4","","68","","","","19","","7","","","","99.91","","","","-6","","NA"
